Commodity,Date,Unit,Minimum,Maximum,Average
French Bean(Local),2023-11-19,Kg,47,82,64
Bitter Gourd,2023-11-19,Kg,67,106,86
Bottle Gourd,2023-11-19,Kg,31,57,44
Pointed Gourd(Local),2023-11-19,Kg,48,82,65
Snake Gourd,2023-11-19,Kg,40,69,54
Sponge Gourd,2023-11-19,Kg,53,70,61
Pumpkin,2023-11-19,Kg,30,41,35
Squash(Long),2023-11-19,Kg,32,53,42
Okra,2023-11-19,Kg,62,79,70
Arum,2023-11-19,Kg,49,67,58
Barela,2023-11-19,Kg,37,48,42
Radish Red,2023-11-19,Kg,27,37,32
Mushroom(Button),2023-11-19,Kg,310,418,364
Mushroom(Kanya),2023-11-19,Kg,138,185,161
Spinach Leaf,2023-11-19,Kg,75,107,91
Mustard Leaf,2023-11-19,Kg,33,50,41
Coriander,2023-11-19,Kg,119,207,163
Garlic Dry Nepali,2023-11-19,Kg,181,233,207
Garlic Dry Chinese,2023-11-19,Kg,215,278,246
Ginger,2023-11-19,Kg,126,193,159
Chilly Green,2023-11-19,Kg,76,119,97
Capsicum,2023-11-19,Kg,83,136,109
Cucumber(Local),2023-11-19,Kg,54,77,65
Apple(Jholey),2023-11-19,Kg,134,210,172
Banana,2023-11-19,Dozen,93,115,104
Pomegranate,2023-11-19,Kg,206,331,268
Orange(Nepali),2023-11-19,Kg,69,113,91
Papaya(Indian),2023-11-19,Kg,69,92,80
Tomato Big(Nepali),2023-11-20,Kg,37,53,45
Tomato Small(Local),2023-11-20,Kg,27,49,38
Potato Red,2023-11-20,Kg,45,63,54
Potato White,2023-11-20,Kg,37,48,42
Onion Dry (Indian),2023-11-20,Kg,56,88,72
Carrot(Local),2023-11-20,Kg,73,107,90
Cabbage(Local),2023-11-20,Kg,25,39,32
Cauliflower Local,2023-11-20,Kg,46,79,62
Raddish White(Local),2023-11-20,Kg,17,34,25
Brinjal Long,2023-11-20,Kg,40,62,51
Cow pea(Long),2023-11-20,Kg,64,88,76
Green Peas,2023-11-20,Kg,96,146,121
French Bean(Local),2023-11-20,Kg,47,78,62
Bitter Gourd,2023-11-20,Kg,76,116,96
Bottle Gourd,2023-11-20,Kg,31,54,42
Pointed Gourd(Local),2023-11-20,Kg,49,82,65
Snake Gourd,2023-11-20,Kg,46,64,55
Sponge Gourd,2023-11-20,Kg,50,81,65
Pumpkin,2023-11-20,Kg,28,42,35
Squash(Long),2023-11-20,Kg,33,52,42
Okra,2023-11-20,Kg,56,87,71
Arum,2023-11-20,Kg,56,66,61
Barela,2023-11-20,Kg,34,54,44
Radish Red,2023-11-20,Kg,27,37,32
Mushroom(Button),2023-11-20,Kg,301,422,361
Mushroom(Kanya),2023-11-20,Kg,125,176,150
Spinach Leaf,2023-11-20,Kg,83,114,98
Mustard Leaf,2023-11-20,Kg,37,49,43
Coriander,2023-11-20,Kg,120,221,170
Garlic Dry Nepali,2023-11-20,Kg,184,262,223
Garlic Dry Chinese,2023-11-20,Kg,226,279,252
Ginger,2023-11-20,Kg,130,185,157
Chilly Green,2023-11-20,Kg,65,109,87
Capsicum,2023-11-20,Kg,81,139,110
Cucumber(Local),2023-11-20,Kg,52,79,65
Apple(Jholey),2023-11-20,Kg,127,229,178
Banana,2023-11-20,Dozen,93,122,107
Pomegranate,2023-11-20,Kg,223,289,256
Orange(Nepali),2023-11-20,Kg,62,125,93
Papaya(Indian),2023-11-20,Kg,63,97,80
Tomato Big(Nepali),2023-11-21,Kg,37,49,43
Tomato Small(Local),2023-11-21,Kg,24,44,34
Potato Red,2023-11-21,Kg,46,63,54
Potato White,2023-11-21,Kg,32,53,42
Onion Dry (Indian),2023-11-21,Kg,57,82,69
Carrot(Local),2023-11-21,Kg,64,98,81
Cabbage(Local),2023-11-21,Kg,25,41,33
Cauliflower Local,2023-11-21,Kg,41,72,56
Raddish White(Local),2023-11-21,Kg,18,33,25
Brinjal Long,2023-11-21,Kg,36,55,45
Cow pea(Long),2023-11-21,Kg,64,90,77
Green Peas,2023-11-21,Kg,96,126,111
French Bean(Local),2023-11-21,Kg,53,75,64
Bitter Gourd,2023-11-21,Kg,64,105,84
Bottle Gourd,2023-11-21,Kg,36,51,43
Pointed Gourd(Local),2023-11-21,Kg,55,84,69
Snake Gourd,2023-11-21,Kg,42,64,53
Sponge Gourd,2023-11-21,Kg,47,82,64
Pumpkin,2023-11-21,Kg,30,42,36
Squash(Long),2023-11-21,Kg,36,57,46
Okra,2023-11-21,Kg,57,79,68
Arum,2023-11-21,Kg,56,70,63
Barela,2023-11-21,Kg,36,53,44
Radish Red,2023-11-21,Kg,28,44,36
Mushroom(Button),2023-11-21,Kg,314,380,347
Mushroom(Kanya),2023-11-21,Kg,143,180,161
Spinach Leaf,2023-11-21,Kg,75,100,87
Mustard Leaf,2023-11-21,Kg,33,57,45
Coriander,2023-11-21,Kg,132,210,171
Garlic Dry Nepali,2023-11-21,Kg,163,266,214
Garlic Dry Chinese,2023-11-21,Kg,209,315,262
Ginger,2023-11-21,Kg,135,189,162
Chilly Green,2023-11-21,Kg,66,102,84
Capsicum,2023-11-21,Kg,80,130,105
Cucumber(Local),2023-11-21,Kg,55,75,65
Apple(Jholey),2023-11-21,Kg,127,208,167
Banana,2023-11-21,Dozen,87,118,102
Pomegranate,2023-11-21,Kg,224,326,275
Orange(Nepali),2023-11-21,Kg,67,119,93
Papaya(Indian),2023-11-21,Kg,70,92,81
Tomato Big(Nepali),2023-11-22,Kg,37,57,47
Tomato Small(Local),2023-11-22,Kg,25,42,33
Potato Red,2023-11-22,Kg,40,64,52
Potato White,2023-11-22,Kg,37,49,43
Onion Dry (Indian),2023-11-22,Kg,50,85,67
Carrot(Local),2023-11-22,Kg,70,92,81
Cabbage(Local),2023-11-22,Kg,25,41,33
Cauliflower Local,2023-11-22,Kg,40,76,58
Raddish White(Local),2023-11-22,Kg,18,32,25
Brinjal Long,2023-11-22,Kg,36,61,48
Cow pea(Long),2023-11-22,Kg,57,97,77
Green Peas,2023-11-22,Kg,107,140,123
French Bean(Local),2023-11-22,Kg,47,83,65
Bitter Gourd,2023-11-22,Kg,76,102,89
Bottle Gourd,2023-11-22,Kg,37,53,45
Pointed Gourd(Local),2023-11-22,Kg,48,77,62
Snake Gourd,2023-11-22,Kg,43,70,56
Sponge Gourd,2023-11-22,Kg,57,77,67
Pumpkin,2023-11-22,Kg,29,42,35
Squash(Long),2023-11-22,Kg,36,59,47
Okra,2023-11-22,Kg,64,86,75
Arum,2023-11-22,Kg,55,77,66
Barela,2023-11-22,Kg,33,46,39
Radish Red,2023-11-22,Kg,26,40,33
Mushroom(Button),2023-11-22,Kg,292,446,369
Mushroom(Kanya),2023-11-22,Kg,125,177,151
Spinach Leaf,2023-11-22,Kg,73,114,93
Mustard Leaf,2023-11-22,Kg,35,58,46
Coriander,2023-11-22,Kg,133,242,187
Garlic Dry Nepali,2023-11-22,Kg,188,262,225
Garlic Dry Chinese,2023-11-22,Kg,211,317,264
Ginger,2023-11-22,Kg,118,192,155
Chilly Green,2023-11-22,Kg,75,105,90
Capsicum,2023-11-22,Kg,81,133,107
Cucumber(Local),2023-11-22,Kg,53,78,65
Apple(Jholey),2023-11-22,Kg,134,248,191
Banana,2023-11-22,Dozen,79,135,107
Pomegranate,2023-11-22,Kg,208,327,267
Orange(Nepali),2023-11-22,Kg,65,125,95
Papaya(Indian),2023-11-22,Kg,69,91,80
Tomato Big(Nepali),2023-11-23,Kg,32,58,45
Tomato Small(Local),2023-11-23,Kg,27,41,34
Potato Red,2023-11-23,Kg,46,65,55
Potato White,2023-11-23,Kg,38,52,45
Onion Dry (Indian),2023-11-23,Kg,54,89,71
Carrot(Local),2023-11-23,Kg,70,93,81
Cabbage(Local),2023-11-23,Kg,27,43,35
Cauliflower Local,2023-11-23,Kg,39,74,56
Raddish White(Local),2023-11-23,Kg,16,31,23
Brinjal Long,2023-11-23,Kg,36,64,50
Cow pea(Long),2023-11-23,Kg,66,89,77
Green Peas,2023-11-23,Kg,111,133,122
French Bean(Local),2023-11-23,Kg,48,72,60
Bitter Gourd,2023-11-23,Kg,66,120,93
Bottle Gourd,2023-11-23,Kg,37,53,45
Pointed Gourd(Local),2023-11-23,Kg,48,87,67
Snake Gourd,2023-11-23,Kg,40,59,49
Sponge Gourd,2023-11-23,Kg,48,71,59
Pumpkin,2023-11-23,Kg,32,44,38
Squash(Long),2023-11-23,Kg,32,51,41
Okra,2023-11-23,Kg,62,78,70
Arum,2023-11-23,Kg,51,80,65
Barela,2023-11-23,Kg,36,50,43
Radish Red,2023-11-23,Kg,25,38,31
Mushroom(Button),2023-11-23,Kg,325,393,359
Mushroom(Kanya),2023-11-23,Kg,128,181,154
Spinach Leaf,2023-11-23,Kg,77,120,98
Mustard Leaf,2023-11-23,Kg,38,58,48
Coriander,2023-11-23,Kg,143,227,185
Garlic Dry Nepali,2023-11-23,Kg,161,277,219
Garlic Dry Chinese,2023-11-23,Kg,227,319,273
Ginger,2023-11-23,Kg,124,188,156
Chilly Green,2023-11-23,Kg,66,106,86
Capsicum,2023-11-23,Kg,85,117,101
Cucumber(Local),2023-11-23,Kg,52,80,66
Apple(Jholey),2023-11-23,Kg,141,210,175
Banana,2023-11-23,Dozen,91,139,115
Pomegranate,2023-11-23,Kg,240,326,283
Orange(Nepali),2023-11-23,Kg,75,110,92
Papaya(Indian),2023-11-23,Kg,75,93,84
Tomato Big(Nepali),2023-11-24,Kg,33,60,46
Tomato Small(Local),2023-11-24,Kg,27,50,38
Potato Red,2023-11-24,Kg,43,65,54
Potato White,2023-11-24,Kg,35,50,42
Onion Dry (Indian),2023-11-24,Kg,50,80,65
Carrot(Local),2023-11-24,Kg,73,110,91
Cabbage(Local),2023-11-24,Kg,28,45,36
Cauliflower Local,2023-11-24,Kg,47,67,57
Raddish White(Local),2023-11-24,Kg,18,34,26
Brinjal Long,2023-11-24,Kg,41,59,50
Cow pea(Long),2023-11-24,Kg,56,91,73
Green Peas,2023-11-24,Kg,96,129,112
French Bean(Local),2023-11-24,Kg,56,76,66
Bitter Gourd,2023-11-24,Kg,75,114,94
Bottle Gourd,2023-11-24,Kg,34,51,42
Pointed Gourd(Local),2023-11-24,Kg,50,85,67
Snake Gourd,2023-11-24,Kg,46,64,55
Sponge Gourd,2023-11-24,Kg,50,83,66
Pumpkin,2023-11-24,Kg,33,46,39
Squash(Long),2023-11-24,Kg,35,58,46
Okra,2023-11-24,Kg,59,85,72
Arum,2023-11-24,Kg,57,71,64
Barela,2023-11-24,Kg,34,47,40
Radish Red,2023-11-24,Kg,25,44,34
Mushroom(Button),2023-11-24,Kg,332,414,373
Mushroom(Kanya),2023-11-24,Kg,141,177,159
Spinach Leaf,2023-11-24,Kg,75,111,93
Mustard Leaf,2023-11-24,Kg,33,54,43
Coriander,2023-11-24,Kg,131,216,173
Garlic Dry Nepali,2023-11-24,Kg,167,281,224
Garlic Dry Chinese,2023-11-24,Kg,230,280,255
Ginger,2023-11-24,Kg,133,199,166
Chilly Green,2023-11-24,Kg,69,103,86
Capsicum,2023-11-24,Kg,96,121,108
Cucumber(Local),2023-11-24,Kg,53,76,64
Apple(Jholey),2023-11-24,Kg,142,252,197
Banana,2023-11-24,Dozen,89,130,109
Pomegranate,2023-11-24,Kg,220,301,260
Orange(Nepali),2023-11-24,Kg,66,119,92
Papaya(Indian),2023-11-24,Kg,77,109,93
Tomato Big(Nepali),2023-11-25,Kg,33,59,46
Tomato Small(Local),2023-11-25,Kg,25,48,36
Potato Red,2023-11-25,Kg,48,66,57
Potato White,2023-11-25,Kg,32,49,40
Onion Dry (Indian),2023-11-25,Kg,48,76,62
Carrot(Local),2023-11-25,Kg,66,109,87
Cabbage(Local),2023-11-25,Kg,27,42,34
Cauliflower Local,2023-11-25,Kg,44,78,61
Raddish White(Local),2023-11-25,Kg,16,31,23
Brinjal Long,2023-11-25,Kg,43,58,50
Cow pea(Long),2023-11-25,Kg,60,85,72
Green Peas,2023-11-25,Kg,110,133,121
French Bean(Local),2023-11-25,Kg,51,80,65
Bitter Gourd,2023-11-25,Kg,74,101,87
Bottle Gourd,2023-11-25,Kg,36,58,47
Pointed Gourd(Local),2023-11-25,Kg,54,90,72
Snake Gourd,2023-11-25,Kg,48,69,58
Sponge Gourd,2023-11-25,Kg,47,85,66
Pumpkin,2023-11-25,Kg,29,46,37
Squash(Long),2023-11-25,Kg,37,60,48
Okra,2023-11-25,Kg,63,89,76
Arum,2023-11-25,Kg,58,73,65
Barela,2023-11-25,Kg,31,48,39
Radish Red,2023-11-25,Kg,27,40,33
Mushroom(Button),2023-11-25,Kg,298,399,348
Mushroom(Kanya),2023-11-25,Kg,123,199,161
Spinach Leaf,2023-11-25,Kg,84,114,99
Mustard Leaf,2023-11-25,Kg,32,51,41
Coriander,2023-11-25,Kg,124,237,180
Garlic Dry Nepali,2023-11-25,Kg,176,266,221
Garlic Dry Chinese,2023-11-25,Kg,225,314,269
Ginger,2023-11-25,Kg,142,222,182
Chilly Green,2023-11-25,Kg,69,104,86
Capsicum,2023-11-25,Kg,81,136,108
Cucumber(Local),2023-11-25,Kg,54,77,65
Apple(Jholey),2023-11-25,Kg,119,213,166
Banana,2023-11-25,Dozen,94,141,117
Pomegranate,2023-11-25,Kg,203,323,263
Orange(Nepali),2023-11-25,Kg,72,112,92
Papaya(Indian),2023-11-25,Kg,70,101,85
Tomato Big(Nepali),2023-11-26,Kg,36,60,48
Tomato Small(Local),2023-11-26,Kg,24,46,35
Potato Red,2023-11-26,Kg,42,68,55
Potato White,2023-11-26,Kg,32,52,42
Onion Dry (Indian),2023-11-26,Kg,55,79,67
Carrot(Local),2023-11-26,Kg,73,99,86
Cabbage(Local),2023-11-26,Kg,26,45,35
Cauliflower Local,2023-11-26,Kg,41,80,60
Raddish White(Local),2023-11-26,Kg,16,32,24
Brinjal Long,2023-11-26,Kg,40,64,52
Cow pea(Long),2023-11-26,Kg,57,87,72
Green Peas,2023-11-26,Kg,113,150,131
French Bean(Local),2023-11-26,Kg,52,81,66
Bitter Gourd,2023-11-26,Kg,72,110,91
Bottle Gourd,2023-11-26,Kg,34,57,45
Pointed Gourd(Local),2023-11-26,Kg,57,81,69
Snake Gourd,2023-11-26,Kg,43,67,55
Sponge Gourd,2023-11-26,Kg,50,72,61
Pumpkin,2023-11-26,Kg,31,45,38
Squash(Long),2023-11-26,Kg,38,54,46
Okra,2023-11-26,Kg,59,77,68
Arum,2023-11-26,Kg,58,79,68
Barela,2023-11-26,Kg,35,47,41
Radish Red,2023-11-26,Kg,27,38,32
Mushroom(Button),2023-11-26,Kg,320,444,382
Mushroom(Kanya),2023-11-26,Kg,141,196,168
Spinach Leaf,2023-11-26,Kg,76,118,97
Mustard Leaf,2023-11-26,Kg,32,55,43
Coriander,2023-11-26,Kg,133,249,191
Garlic Dry Nepali,2023-11-26,Kg,191,235,213
Garlic Dry Chinese,2023-11-26,Kg,220,317,268
Ginger,2023-11-26,Kg,142,188,165
Chilly Green,2023-11-26,Kg,74,120,97
Capsicum,2023-11-26,Kg,91,142,116
Cucumber(Local),2023-11-26,Kg,55,77,66
Apple(Jholey),2023-11-26,Kg,143,248,195
Banana,2023-11-26,Dozen,85,129,107
Pomegranate,2023-11-26,Kg,219,307,263
Orange(Nepali),2023-11-26,Kg,73,121,97
Papaya(Indian),2023-11-26,Kg,67,98,82
Tomato Big(Nepali),2023-11-27,Kg,38,59,48
Tomato Small(Local),2023-11-27,Kg,27,46,36
Potato Red,2023-11-27,Kg,48,65,56
Potato White,2023-11-27,Kg,37,55,46
Onion Dry (Indian),2023-11-27,Kg,54,80,67
Carrot(Local),2023-11-27,Kg,77,99,88
Cabbage(Local),2023-11-27,Kg,26,45,35
Cauliflower Local,2023-11-27,Kg,45,70,57
Raddish White(Local),2023-11-27,Kg,17,32,24
Brinjal Long,2023-11-27,Kg,39,60,49
Cow pea(Long),2023-11-27,Kg,59,89,74
Green Peas,2023-11-27,Kg,98,152,125
French Bean(Local),2023-11-27,Kg,58,82,70
Bitter Gourd,2023-11-27,Kg,65,114,89
Bottle Gourd,2023-11-27,Kg,36,52,44
Pointed Gourd(Local),2023-11-27,Kg,56,83,69
Snake Gourd,2023-11-27,Kg,47,68,57
Sponge Gourd,2023-11-27,Kg,53,72,62
Pumpkin,2023-11-27,Kg,28,50,39
Squash(Long),2023-11-27,Kg,33,55,44
Okra,2023-11-27,Kg,56,88,72
Arum,2023-11-27,Kg,51,76,63
Barela,2023-11-27,Kg,36,46,41
Radish Red,2023-11-27,Kg,26,39,32
Mushroom(Button),2023-11-27,Kg,287,458,372
Mushroom(Kanya),2023-11-27,Kg,126,185,155
Spinach Leaf,2023-11-27,Kg,76,106,91
Mustard Leaf,2023-11-27,Kg,34,52,43
Coriander,2023-11-27,Kg,128,223,175
Garlic Dry Nepali,2023-11-27,Kg,187,239,213
Garlic Dry Chinese,2023-11-27,Kg,219,311,265
Ginger,2023-11-27,Kg,140,187,163
Chilly Green,2023-11-27,Kg,70,102,86
Capsicum,2023-11-27,Kg,93,130,111
Cucumber(Local),2023-11-27,Kg,53,79,66
Apple(Jholey),2023-11-27,Kg,133,225,179
Banana,2023-11-27,Dozen,86,127,106
Pomegranate,2023-11-27,Kg,232,322,277
Orange(Nepali),2023-11-27,Kg,77,131,104
Papaya(Indian),2023-11-27,Kg,75,102,88
Tomato Big(Nepali),2023-11-28,Kg,35,54,44
Tomato Small(Local),2023-11-28,Kg,26,46,36
Potato Red,2023-11-28,Kg,45,61,53
Potato White,2023-11-28,Kg,39,51,45
Onion Dry (Indian),2023-11-28,Kg,49,84,66
Carrot(Local),2023-11-28,Kg,65,97,81
Cabbage(Local),2023-11-28,Kg,28,41,34
Cauliflower Local,2023-11-28,Kg,40,78,59
Raddish White(Local),2023-11-28,Kg,16,34,25
Brinjal Long,2023-11-28,Kg,41,61,51
Cow pea(Long),2023-11-28,Kg,63,90,76
Green Peas,2023-11-28,Kg,103,141,122
French Bean(Local),2023-11-28,Kg,49,80,64
Bitter Gourd,2023-11-28,Kg,72,103,87
Bottle Gourd,2023-11-28,Kg,37,55,46
Pointed Gourd(Local),2023-11-28,Kg,51,83,67
Snake Gourd,2023-11-28,Kg,43,59,51
Sponge Gourd,2023-11-28,Kg,52,80,66
Pumpkin,2023-11-28,Kg,30,49,39
Squash(Long),2023-11-28,Kg,37,61,49
Okra,2023-11-28,Kg,60,85,72
Arum,2023-11-28,Kg,51,70,60
Barela,2023-11-28,Kg,36,49,42
Radish Red,2023-11-28,Kg,27,46,36
Mushroom(Button),2023-11-28,Kg,324,400,362
Mushroom(Kanya),2023-11-28,Kg,121,202,161
Spinach Leaf,2023-11-28,Kg,86,106,96
Mustard Leaf,2023-11-28,Kg,36,52,44
Coriander,2023-11-28,Kg,146,219,182
Garlic Dry Nepali,2023-11-28,Kg,188,259,223
Garlic Dry Chinese,2023-11-28,Kg,243,271,257
Ginger,2023-11-28,Kg,129,223,176
Chilly Green,2023-11-28,Kg,65,117,91
Capsicum,2023-11-28,Kg,84,120,102
Cucumber(Local),2023-11-28,Kg,55,81,68
Apple(Jholey),2023-11-28,Kg,126,237,181
Banana,2023-11-28,Dozen,83,126,104
Pomegranate,2023-11-28,Kg,217,329,273
Orange(Nepali),2023-11-28,Kg,74,128,101
Papaya(Indian),2023-11-28,Kg,66,96,81
Tomato Big(Nepali),2023-11-29,Kg,37,57,47
Tomato Small(Local),2023-11-29,Kg,27,47,37
Potato Red,2023-11-29,Kg,47,71,59
Potato White,2023-11-29,Kg,38,50,44
Onion Dry (Indian),2023-11-29,Kg,53,80,66
Carrot(Local),2023-11-29,Kg,78,96,87
Cabbage(Local),2023-11-29,Kg,24,46,35
Cauliflower Local,2023-11-29,Kg,42,71,56
Raddish White(Local),2023-11-29,Kg,16,33,24
Brinjal Long,2023-11-29,Kg,37,63,50
Cow pea(Long),2023-11-29,Kg,56,88,72
Green Peas,2023-11-29,Kg,115,135,125
French Bean(Local),2023-11-29,Kg,54,77,65
Bitter Gourd,2023-11-29,Kg,70,122,96
Bottle Gourd,2023-11-29,Kg,33,53,43
Pointed Gourd(Local),2023-11-29,Kg,56,82,69
Snake Gourd,2023-11-29,Kg,45,63,54
Sponge Gourd,2023-11-29,Kg,50,85,67
Pumpkin,2023-11-29,Kg,30,50,40
Squash(Long),2023-11-29,Kg,36,60,48
Okra,2023-11-29,Kg,61,81,71
Arum,2023-11-29,Kg,53,78,65
Barela,2023-11-29,Kg,35,51,43
Radish Red,2023-11-29,Kg,25,38,31
Mushroom(Button),2023-11-29,Kg,286,451,368
Mushroom(Kanya),2023-11-29,Kg,124,203,163
Spinach Leaf,2023-11-29,Kg,83,118,100
Mustard Leaf,2023-11-29,Kg,39,60,49
Coriander,2023-11-29,Kg,124,234,179
Garlic Dry Nepali,2023-11-29,Kg,191,271,231
Garlic Dry Chinese,2023-11-29,Kg,236,309,272
Ginger,2023-11-29,Kg,128,207,167
Chilly Green,2023-11-29,Kg,69,107,88
Capsicum,2023-11-29,Kg,97,125,111
Cucumber(Local),2023-11-29,Kg,52,83,67
Apple(Jholey),2023-11-29,Kg,124,239,181
Banana,2023-11-29,Dozen,94,140,117
Pomegranate,2023-11-29,Kg,224,332,278
Orange(Nepali),2023-11-29,Kg,73,131,102
Papaya(Indian),2023-11-29,Kg,73,105,89
Tomato Big(Nepali),2023-11-30,Kg,34,56,45
Tomato Small(Local),2023-11-30,Kg,28,44,36
Potato Red,2023-11-30,Kg,42,60,51
Potato White,2023-11-30,Kg,37,49,43
Onion Dry (Indian),2023-11-30,Kg,57,80,68
Carrot(Local),2023-11-30,Kg,64,109,86
Cabbage(Local),2023-11-30,Kg,24,45,34
Cauliflower Local,2023-11-30,Kg,47,71,59
Raddish White(Local),2023-11-30,Kg,19,33,26
Brinjal Long,2023-11-30,Kg,42,58,50
Cow pea(Long),2023-11-30,Kg,67,89,78
Green Peas,2023-11-30,Kg,101,128,114
French Bean(Local),2023-11-30,Kg,58,77,67
Bitter Gourd,2023-11-30,Kg,73,103,88
Bottle Gourd,2023-11-30,Kg,35,51,43
Pointed Gourd(Local),2023-11-30,Kg,56,80,68
Snake Gourd,2023-11-30,Kg,44,66,55
Sponge Gourd,2023-11-30,Kg,55,73,64
Pumpkin,2023-11-30,Kg,33,46,39
Squash(Long),2023-11-30,Kg,36,57,46
Okra,2023-11-30,Kg,59,90,74
Arum,2023-11-30,Kg,48,78,63
Barela,2023-11-30,Kg,37,51,44
Radish Red,2023-11-30,Kg,28,46,37
Mushroom(Button),2023-11-30,Kg,317,439,378
Mushroom(Kanya),2023-11-30,Kg,129,184,156
Spinach Leaf,2023-11-30,Kg,83,121,102
Mustard Leaf,2023-11-30,Kg,39,54,46
Coriander,2023-11-30,Kg,125,251,188
Garlic Dry Nepali,2023-11-30,Kg,187,279,233
Garlic Dry Chinese,2023-11-30,Kg,244,291,267
Ginger,2023-11-30,Kg,131,213,172
Chilly Green,2023-11-30,Kg,68,122,95
Capsicum,2023-11-30,Kg,84,125,104
Cucumber(Local),2023-11-30,Kg,49,90,69
Apple(Jholey),2023-11-30,Kg,122,256,189
Banana,2023-11-30,Dozen,98,142,120
Pomegranate,2023-11-30,Kg,209,356,282
Orange(Nepali),2023-11-30,Kg,65,131,98
Papaya(Indian),2023-11-30,Kg,70,101,85
Tomato Big(Nepali),2023-12-01,Kg,36,51,43
Tomato Small(Local),2023-12-01,Kg,28,43,35
Potato Red,2023-12-01,Kg,43,68,55
Potato White,2023-12-01,Kg,35,48,41
Onion Dry (Indian),2023-12-01,Kg,57,79,68
Carrot(Local),2023-12-01,Kg,66,102,84
Cabbage(Local),2023-12-01,Kg,26,38,32
Cauliflower Local,2023-12-01,Kg,42,80,61
Raddish White(Local),2023-12-01,Kg,19,30,24
Brinjal Long,2023-12-01,Kg,39,62,50
Cow pea(Long),2023-12-01,Kg,66,101,83
Green Peas,2023-12-01,Kg,97,138,117
French Bean(Local),2023-12-01,Kg,57,79,68
Bitter Gourd,2023-12-01,Kg,77,117,97
Bottle Gourd,2023-12-01,Kg,35,58,46
Pointed Gourd(Local),2023-12-01,Kg,51,81,66
Snake Gourd,2023-12-01,Kg,46,68,57
Sponge Gourd,2023-12-01,Kg,59,76,67
Pumpkin,2023-12-01,Kg,28,49,38
Squash(Long),2023-12-01,Kg,38,54,46
Okra,2023-12-01,Kg,58,84,71
Arum,2023-12-01,Kg,59,69,64
Barela,2023-12-01,Kg,39,49,44
Radish Red,2023-12-01,Kg,27,44,35
Mushroom(Button),2023-12-01,Kg,326,398,362
Mushroom(Kanya),2023-12-01,Kg,144,190,167
Spinach Leaf,2023-12-01,Kg,80,115,97
Mustard Leaf,2023-12-01,Kg,37,59,48
Coriander,2023-12-01,Kg,132,245,188
Garlic Dry Nepali,2023-12-01,Kg,165,263,214
Garlic Dry Chinese,2023-12-01,Kg,217,300,258
Ginger,2023-12-01,Kg,146,194,170
Chilly Green,2023-12-01,Kg,72,122,97
Capsicum,2023-12-01,Kg,82,143,112
Cucumber(Local),2023-12-01,Kg,53,84,68
Apple(Jholey),2023-12-01,Kg,146,240,193
Banana,2023-12-01,Dozen,98,129,113
Pomegranate,2023-12-01,Kg,204,309,256
Orange(Nepali),2023-12-01,Kg,73,133,103
Papaya(Indian),2023-12-01,Kg,69,109,89
Tomato Big(Nepali),2023-12-02,Kg,37,53,45
Tomato Small(Local),2023-12-02,Kg,26,43,34
Potato Red,2023-12-02,Kg,44,67,55
Potato White,2023-12-02,Kg,34,55,44
Onion Dry (Indian),2023-12-02,Kg,51,86,68
Carrot(Local),2023-12-02,Kg,68,112,90
Cabbage(Local),2023-12-02,Kg,27,44,35
Cauliflower Local,2023-12-02,Kg,48,83,65
Raddish White(Local),2023-12-02,Kg,17,34,25
Brinjal Long,2023-12-02,Kg,40,63,51
Cow pea(Long),2023-12-02,Kg,67,96,81
Green Peas,2023-12-02,Kg,102,147,124
French Bean(Local),2023-12-02,Kg,53,81,67
Bitter Gourd,2023-12-02,Kg,69,124,96
Bottle Gourd,2023-12-02,Kg,38,56,47
Pointed Gourd(Local),2023-12-02,Kg,49,90,69
Snake Gourd,2023-12-02,Kg,43,60,51
Sponge Gourd,2023-12-02,Kg,57,86,71
Pumpkin,2023-12-02,Kg,32,42,37
Squash(Long),2023-12-02,Kg,33,54,43
Okra,2023-12-02,Kg,68,87,77
Arum,2023-12-02,Kg,54,70,62
Barela,2023-12-02,Kg,39,50,44
Radish Red,2023-12-02,Kg,26,40,33
Mushroom(Button),2023-12-02,Kg,344,462,403
Mushroom(Kanya),2023-12-02,Kg,141,179,160
Spinach Leaf,2023-12-02,Kg,81,112,96
Mustard Leaf,2023-12-02,Kg,35,59,47
Coriander,2023-12-02,Kg,148,240,194
Garlic Dry Nepali,2023-12-02,Kg,191,282,236
Garlic Dry Chinese,2023-12-02,Kg,223,306,264
Ginger,2023-12-02,Kg,126,208,167
Chilly Green,2023-12-02,Kg,71,110,90
Capsicum,2023-12-02,Kg,81,144,112
Cucumber(Local),2023-12-02,Kg,58,82,70
Apple(Jholey),2023-12-02,Kg,145,231,188
Banana,2023-12-02,Dozen,97,139,118
Pomegranate,2023-12-02,Kg,220,355,287
Orange(Nepali),2023-12-02,Kg,73,129,101
Papaya(Indian),2023-12-02,Kg,66,99,82
Tomato Big(Nepali),2023-12-03,Kg,34,51,42
Tomato Small(Local),2023-12-03,Kg,26,45,35
Potato Red,2023-12-03,Kg,42,71,56
Potato White,2023-12-03,Kg,36,53,44
Onion Dry (Indian),2023-12-03,Kg,53,77,65
Carrot(Local),2023-12-03,Kg,66,114,90
Cabbage(Local),2023-12-03,Kg,29,39,34
Cauliflower Local,2023-12-03,Kg,45,82,63
Raddish White(Local),2023-12-03,Kg,19,30,24
